label,text
0,I m sorry b able 2 fridayhope u find alternativehope yr term ok
0,congratulation ore mo owo wa enjoy wish happy moment fro
0,samus shoulder
0,time think ll need know I near campus
1,dear Matthew 09063440451 landline complimentary 4lux Tenerife holiday 1000 cash await collection ppm150 SAE tc Box334 SK38XH
0,dun wear jeans lor
0,fever vomitin
0,kkare college
1,Urgent 09061749602 Landline complimentary 4 Tenerife Holiday 10000 cash await collection SAE tc BOX 528 HP20 1yf 150ppm 18
0,Better Friday stuff like pig yesterday I feel bleh writhe pain kind bleh
0,sell ton coin sell coin paypal Voila Money life pocket
0,lot place hospital medical place safe
1,touch folk wait company txt age opt Enjoy community 150psms
0,I ve sorta blow couple time recently d text blue look weed
0,I send score sophas secondary application school I think think apply research cost Contact joke ogunrinde school expensive
0,I wait photo useful
1,ur cashbalance currently 500 pound   maximize ur cashin send GO 86688 150pmsg cc 08718720201 po BOX 11414 TCRW1
0,hey book kb sit lesson ah sit night free need meet confirm lodging
0,Chk ur belovd ms dict
0,time want come
0,awesome lemme know
0,shb b ok lor Thanx
0,beautiful Truth Gravity Read carefully heart feel light feel heavy leave good night
0,remember dobbys bowl car
1,filthy story GIRLS wait
0,sorry c ur msg Yar lor poor thing 4 night Tmr ull brand new room 2 sleep
0,love decision feeling decide love life simple magical
0,Welp apparently retire
0,sort code   acc   bank natwest reply confirm ve send right person
0,
0,u sure u sick time
1,URGENT try contact U Todays draw win 800 prize guarantee Call 09050001808 land line Claim M95 valid12hrs
0,watch cartoon listen music amp eve temple amp church u
0,Yo chad gymnastics class wanna site Christians class
0,buzy
0,catch let ask sell   ltgt  
0,I sure night menu    I know noon menu
0,u want come backa beautiful necklace token heart youthat MY wife MY LIKINGBE SEENO thatdont mei wait till come
0,willing aptitude class
0,b 215 try 2 sort house ok
0,Yar lor wan 2 c horse racing today mah eat early lor I eat chicken rice u
0,haha awesome omw
0,yup thk e shop close lor
0,account number
0,eh u send wrongly lar
0,hey I ad crap nite borin ya 2 boggy u boring biatch Thanx u wait til nxt time il ave ya
0,ok shall talk
0,hesitate know second time weakness like notebook eat day change day sure
0,hey pay salary de   ltgt
0,month I need chocolate weed alcohol
0,start search job dayshe great potential talent
0,Reckon need town eightish walk   carpark
1,congrat 2 mobile 3 G Videophones R 09063458130 videochat wid mate play java game Dload polyPH music noline rentl
0,look FUCKIN TIME FUCK think
0,Yo guess I drop
0,Carlos hell mu   ltgt   minute
0,I m office   I   ltgt   min
0,Geeee   I miss know   I think Fuck I wait till year   love kiss
0,yun ahthe ubi   wan tomorrowcall 67441233 look ireneere bus822656166382 Ubi cresubi tech park6ph 1st 5wkg daysn
0,Ugh Got drive sd la butt sore
0,26th JULY
0,hi m relaxing time 7 day party good night I home tomorrow 5ish
0,   wan come come lor din c stripe skirt
0,Xmas story peace Xmas msg love Xmas miracle jesus Hav bless month ahead amp wish U Merry Xmas
0,I I number
0,change e escalator
0,Yetunde m class run water ok pls
0,lot happen feel quiet Beth aunt charlie work lot helen mo
0,  wait 4 bus stop aft ur lect lar dun c   car come n pick
0,aight thank comin
0,Nobut hear abt tat
1,customer service representative FREEPHONE 0808 145 4742 9am11pm WON guarantee 1000 cash 5000 prize
0,Yeshe greatbhaji tell kallis good cricketer sachin worldvery tough
0,ltgt   I think syllabus
0,Umma
0,sec think think
1,Panasonic   BluetoothHdset FREE Nokia FREE Motorola free   DoubleMins   DoubleTxt Orange contract Call mobileupd8 08000839402 2optout
0,I know I hold I cud pick bout 730pm pub
0,Poyyarikaturkolathupalayamunjalur posterode dis ltgt
0,Dear Heroi leave qatar tonite apt opportunitypls touch   ltemailgt kerala
0,lol I mom fit tell family crazy terrible I
0,I home babe awake
0,I dunno close oredi   v ma fan
0,buy pizza meat lover supreme u pick
0,ya toldshe ask wat matter
0,Dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
1,free 1st week no1 Nokia tone 4 ur mob week txt NOKIA 8007 txte tell ur mate wwwgetzedcouk POBox 36504 w45wq norm150ptone 16
0,shall send exe mail d
0,Nope watch tv home v bore
0,Don knowwait check
0,good afternoon glorious anniversary day sweet J   I hope find happy content Prey I think send teasing kiss sea coax image fond souvenier   CougarPen
1,guess somebody know secretly fancy Wanna find 09065394514 Landline DATEBox1282EssexCM61XN 150pmin 18
0,tonight
0,later pls
0,pattern recently crap weekend
0,I sore throat scratch I talk
0,yes da plm ur office
0,asleep v
0,lol forget eh   yes Ill bring babe
0,good find way
0,use foreign stamp country good lecture
0,yup bathe liao
0,HAPPY NEW year MY NO1 MAN
0,oh MR SHEFFIELD wanna play game okay boss I m nanny raise Ill
0,ZOE IT hit ME 2 IM FUCKING SHITIN MYSELF IL DEFO try MY HARDEST 2 CUM 2MOROW LUV U million LEKDOG
0,hello baby mom   set computer   fill belly   loverboy   I miss   sigh
0,blanket sufficient thx
0,naughty little think flirt flirt n flirt love n gettin hurt hurt n hurt Gud nyt
0,Edison rightly fool ask question wise man answer know speechless ViVa GM
0,talk s de
0,today college able atten class
0,I m class holla later
0,easy ahsen select mean good
0,mmm s roast d b drink 2 good indian
1,know know fancy 09058097218 find POBox 6 ls15hb 150p
0,come round
0,1 thing change sentence want 2 concentrate educational career m leave
1,1000 flirt Txt GIRL BLOKE   ur NAME   AGE eg GIRL ZOE 18 8007 join chat
0,I walk hour 2 c u I care y u believe m
1,18 day Euro2004 kickoff U inform late news result daily Unsubscribe send GET euro stop 83222
0,available soiree June 3rd
0,u noe wat time e place dat sell 4d close
0,I job hospital data analysis start monday sure thesis got finish
0,jay impatient belligerent
0,hiya COMIN 2 BRISTOL 1 st week APRIL LES OFF   RUDI ON NEW YRS EVE I SNORINGTHEY DRUNK u BAK AT COLLEGE MY WORK send ink 2 bath
0,I m work
0,u drive lor
0,Ard 515 like dat Y
0,tell female v throw decide
1,eastender tv Quiz FLOWER DOT compare d VIOLET e TULIP F LILY txt d e F 84025 4 chance 2 win 100 Cash WKENT150P16
0,I m work technical support voice processnetworke field
0,I come kerala 2 daysso prepared leave finalise plan travel visitneed finish urgent work
0,ok sure time tho sure library class try point good eve
1,new local date area   lot new people register area Reply DATE start 18 wwwflirtpartyus replys150
0,s fine Ill bitch later
0,mum 2 dentist
0,free sir I wait
0,meet u work    Tel shall work tomorrow
1,u know ask date service 2 contact guess CALL 09058091854 reveal po BOX385 M6 6wu
0,jus finish bathe
0,alright Ill sure car tonight
1,URGENT try contact U Todays draw win 800 prize guarantee Call 09050003091 land line Claim C52 valid12hrs
1,Dear Uve invite XCHAT final attempt contact u Txt CHAT 86688
0,Lul m gettin juicy gossip hospital nurse talk fat gettin think s obese Oyea
0,aight ill fb couple minute
0,Oi Ami parchi na Kicchu kaaj korte iccha korche na Phone ta tul na plz Plz
0,download clear movie Dvd copy
0,yep pretty sculpture
0,convey regard
0,I watch surya movie   6 pm vijay movie POKKIRI
0,tell happen behave like ok need
0,u pic msgs phone
0,send
0,Wat people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,love start attractioni feel I need time meshe thing come thoughtsi start day end hershe time I dreamlove breath namemy life happen hermy life herI cry herwill happiness sorrowsi ready fight herI love I crazy thing herlove I proove girl beautiful lady planeti singe praise herlove I start chicken curry end makie sambarlife beautiful thenwill morning thank god day meI like lotwill tell later
0,frndship like needle clock Though v r d clock v r able 2 meet Evn V meetitz 4few second Bt v alwys stay conecte Gud 9 t
0,I think spatula hand
0,
1,award SiPix Digital Camera 09061221061 landline Delivery 28days T cs Box177 M221BP 2yr warranty 150ppm 16   p p399
0,goodmorning today late   ltDECIMALgt min
1,WIN URGENT mobile number award 2000 prize guarantee 09061790121 land line claim 3030 valid 12hrs 150ppm
0,da mistake sorry da pls da goto doctor
0,r meet
0,weather cali great complexity great need car freely taxis outrageous great place sad miss home
0,reach home    I tired   I come tomorro
0,ryder unsoldnow gibb
1,Dear Subscriber ur draw 4 100 gift voucher b enter receipt correct Elvis Presleys Birthday TXT answer 80062
0,fret Ill buy ovulation test strip send til like march send postal addressull alrightokay
0,gifts try throw cliff
0,ne thing interesting good birthday u wrking nxt I start uni today
0,busy I come point figure tomorrow
0,yeah bored depressed sittin waitin phone ring Hope wind drop scary
0,black shirt n blue jean I thk c
0,aiyah sorry lor I watch tv watch forget 2 check phone
1,message important information O2 user Today lucky day 2 find log httpwwwurawinnercom fantastic surprise await
0,hen night swing
0,good afternoon love day     I wake early online wait   Hmmm   italian boy online I   grin
0,smoke time I ve smoke week texte want smoke
0,ll headache try figure u trust math I promise o
0,s sfirst timedhoni rock
0,ok ill tell company
0,Awesome think 8th usf time tonight
0,mean think teju
0,I m good movie ok I leave hourish
0,nothis kallis home groundamla home town durban
0,let saturday monday convenience
0,hey time driving fri evaluation fri
1,449050000301 win 2000 price claim 09050000301
0,I m 4 lunch wif family aft dat str 2 orchard lor
1,bored speed date try SPEEDCHAT txt SPEEDCHAT 80155 like em txt SWAP new chatter Chat80155 pobox36504w45wq 150pmsg rcd 16
0,cancel cheyyamoand money
1,want 750 anytime network min 150 text new video phone pound week 08000776320 reply delivery tomorrow
0,Okok okthenwhat ur today plan
0,good morning princess
0,aiyar sorry lor forget 2 tell u
1,mobile survey yesterday 500 text 2 use wish 2 txt send TXT 80160 TC wwwtxt43com 150p
0,tonight mate catch sleep new number way
0,height oh shit situation guy throw luv letter gal fall brother head s gay
1,ur HMV Quiz cashbalance currently 500   maximize ur cashin send HMV1 86688 150pmsg
0,check error difficulty correction
0,Howz painhope u r fine
0,sorry Ill later
0,good morning princess
0,I enter cabin PA   Happy Bday Boss   I feel special askd 4 lunch lunch invite apartment
0,U wake Thanx 4 e tau sar piah nice
0,k I need login
1,forget place free request 1stchoicecouk wish information 08707808226
0,LOL   busy
0,  u wear
0,messagesome text miss SenderName Missing number miss SentDate miss Missing u lot s y missing send fullonsmscom
0,ohas usual vijay film different
1,I know u u know send CHAT 86688 let find 150pmsg rcvd HGSuite3422LandsRowW1J6HL LDN 18 year
0,good day Mine busy tomorrow night
0,way send shade stuff wonderful
0,I tot ur paper end long ago wat u copy jus use U happy lar I haf 2 study
1,thank winner notify sms Good Luck future marketing reply stop 84122 customer service 08450542832
0,Babe   I lose  
0,ok help ask s work tmr
0,I m drive Raining ill catch e mrt station lor
0,drop tank
0,text time
0,sorry Ill later
0,ok change
1,1000 girl local 2 u r virgin 2   r ready 2 4fil ur sexual need u 4fil theirs text cute 69911150p m
0,u find sitter kaitlyn I sick sleep day yesterday
0,sorry man accidentally leave phone silent night check til I
0,hey come min think wun sign tmr Hee
0,s adult learn experience s real danger I like peep drug need comment
0,hey s veggie pizza
0,Yun buy school offer 2000 plus
0,sure neighbor pick
0,K I sent
1,free entry 2 wkly comp win FA Cup final tkts 21st May 2005 text FA 87121 receive entry questionstd txt ratetcs apply 08452810075over18s
0,New Theory Argument win d situation lose person argue ur friend     kick amp I m correct
0,I m computerless time oreo truffle
0,haha yeah I sec
0,I number sir
0,lol I m hot air balloon
0,ok    bus   come soon come tomorrow
0,Msgs r time passthey silently I think U right u think 4 moment Gd ntswt drm Shesil
0,yeah probably swing roommate finish girl
1,2 WRC Rally Oz U Lucozade Energy Text RALLY LE 61200 25p pack lucozadecoukwrc   itcould u
0,happy new year melody
0,  dun need pick ur gf
0,yay tell 5 girl
0,horrible u eat mac eat u forget abt rite u long 2 reply I thk toot b4 b prepare wat shall eat
0,fantastic I chance need big life lift lose 2 live think I person 2 die N V Q
0,nw come hme da
0,I m outside island head hard rock ll run
0,day class class
0,I m chennai velachery
0,flippin shit
0,K sec break   ltgt   cstore
0,bad avoid like
0,yo car
0,Annoying
0,Goodmorning today late   ltgt min
0,s point hangin mr right s makin u happy
0,come alivebetter correct good look figure
0,case I guess Ill campus lodge
0,
0,come home time trust
0,I night worry appt shame miss girl night quiz popcorn hair
1,sex ur mobile free sexy pic Jordan text babe 88600 wk sexy celeb PocketBabecouk 4 pic 16 3wk 087016248
0,ok C ya
1,1 new voicemail 08719181503
0,matter mind matter
0,know lunch menu da   I know
0,Al moan n e thin wrong faultal de argument r faultfe himso y bother Hav 2go thanxxx
0,NEFT Transaction reference number   ltgt   r ltdecimalgt   credit beneficiary account   ltgt     ltTIMEgt   ltgt
0,time job natuition
0,I know
0,I da feel yesterday night   wait til 2day night dear
0,thank understanding I ve try tell sura
1,WIN year supply cd 4 store ur choice worth 500   enter 100 weekly draw txt music 87066 TsCs wwwldewcomsubs161win150ppmx3
0,car appreciate Dad map read semi argument apart thing ok p
1,SIM subscriber select receive Bonus Get deliver door txt word ok 88600 claim 150pmsg EXP 30Apr
0,I need strong arm
0,maaaan miss
0,bday real april
0,Guessin 9
0,ok come ur home half hour
0,Yo game want walmart soon
0,yeah probably sure Ilol let u know personally I wuldnt bother ur goin I mite
0,Ill text creepy like think forgot
0,good   Ill phone tomo lunchtime shall I organise
1,1 new voicemail 08719181513
0,Damn tonight want wait til tomorrow
0,Kkim finewhen complete course
0,true passable high score apply phd 5year salary life easy
1,1 Nokia Tone 4 ur mob week txt NOK 87021 1st tone free   txtin tell ur friend 150ptone 16 reply HL 4info
0,Prakesh know
0,teach app da come college
0,rofl betta invest   anti age product
1,winner u specially select 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
0,sir receive account 1hr time sorry delay
1,reply address receive POST week completely free accommodation global location wwwphb1com ph08700435505150p
0,ll submit da project tmr rite
1,free entry 250 weekly comp send word enter 84128 NOW 18 tc wwwtextcompcom cust care 08712405020
0,Jus ans lar Ull noe later
0,I want send sell fast   ltgt k easy money
0,  thing   pub later
0,1s finish meeting
0,lol ok Ill snatch purse
0,Hellodrivby0quit edrunk sorry iff pthis senrddnot   dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx
0,opinion 1 2 Jada 3 Kusruthi 4 Lovable 5 silent 6 Spl character 7 mature 8 stylish 9 simple pls reply
0,
0,ur paper e morn aft tmr
0,dear relieved westonzoyland plan end
0,hope great new semester wish good greatness
0,oh yes I speak txt 2 u hmm u   email
0,I want world princess   europe
0,decide eat dad want Chinese
0,shoot I m doc waiting room
0,I m 4 dinner soon
0,hello site download song urgent pls
0,I know u mean   king havin credit I m goin2be Night night sweet only1more sleep
0,horrible gal I sch stuff come u mc
0,HI HUN im COMIN 2NITETELL EVERY1 IM SORRY 4 ME hope U AVA GOODTIMEOLI rang melnite IFINK IT MITE B SORTEDBUT IL EXPLAIN EVERYTHIN ON monl8rsx
0,I later network urgnt sm
0,Ummmmmaah happy return d day dear sweet heart HAPPY BIRTHDAY dear
1,08712402779 immediately urgent message wait
0,yeah like like friend imma flip shit like half hour
0,mum wan shun bian watch da glass exhibition
0,plan pongal
0,wait till end march el nino oh
0,chikkugoe room nw m bus
0,cbe pay
0,Honey boo I m miss u
0,send JD Customer Service cum account Executive ur mail d detail contact
0,Yo I m parent gettin cash Good news pick downstem
0,thank skype wit kz sura pleasure company hope good ve ultimatum oh countin aburo enjoy
1,hungry gay guy feel hungry 4 08718730555 10pmin stop text 08712460324 10pmin
0,ok wahala remember friend need
0,I half hour
0,I m inperialmusic listening2the weird track byleafcutter johnsound like insect molestedsomeone plumbingremixe evil man acid
0,hey sorry I didntgive ya bellearli hunny
0,seriously tell exact word right
1,u 2 phone I wanna chat 2 set meet 09096102316 U cum 2moro Luv JANE xx calls1minmoremobsemspobox45po139wa
0,tee hee lecture cheery bye bye
0,sorry chikku cell problem tht y able reply u msg u
0,collect dough pls let know place send control number
0,ok
1,network operator service free T   cs visit 80488biz
0,let know contact I ve settle room let know ok
0,wot u 2 u weirdo
0,lor
0,phone silent mode ok
0,meet   5 4 depend   wan 2 lor
0,wait 4 tv 2 start lor U leh busy ur report
0,oh ho time u use type word
0,I stalk profile
0,green quote tell Jerry cartoon Person irritate u love u Vry Much fail express    gud nyt
0,yes think thank
0,s drinkin m ok
0,wonder
0,night end day morning come special way smile like sunny ray leave worry blue blue bay Gud mrng
0,dog   I wait till end day word   run time cell
0,happy new year u
0,heygreat dealfarm tour 9 5 pm 95pax 50 deposit 16 May
0,eat jap oso aft ur lect wat   lect 12 rite
0,hey babe I come online second disappear happen
0,da birthdate certificate april real date today publish I shall special treat secret way thank wish
0,happy birthday ur dream come true
0,aiyah u ok lar e nydc wheellock
0,tell I EAT SHIT
0,sure I drive reach destination soon
0,K I 8th Fifty
0,daily text   favour time
0,great hear settle s happenin wit ola
0,cocksucker feel ipad worthless garbage novelty item feel bad want
0,I tot u reach liao tshirt
0,FRAN I decided 2 GO n e WAY IM COMPLETELY break KNACKERED I got bout 3 c u 2mrw LOVE janx PS DADS fone CREDIT
0,I pick phone right pls send message
0,right Ill appointment right
0,designation software developer chennai
1,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnew fun jamstercouk 16only help 09701213186
1,3 Lions England tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n good Tones 3gbp network operator rate apply
0,I jokin oni lar   busy wun disturb
0,ok careful   text drive
0,Ill spirit Ill bb soon try sure need
0,U r close heart u away shatter plz stay
0,I love u 2 babe r u sure alrite idiot Txt bak girlie
0,abt pic big
0,got 2 colours lor colour light n e dark lor actually m s style hair
0,Whenevr ur sad Whenevr ur gray Remembr m 2 listn 2 watevr u wanna Jus walk wid little whileamp I promise Ill bring ur smile
0,ok treat
1,win new Harry Potter order Phoenix Book 5 reply HARRY answer 5 question   chance reader
0,ok
0,correct work today
0,send scream moan bed princess
0,I wake long ago dunno thing
0,oh u u
0,I thk 50 shd ok plus minus 10   leave line paragraph
0,plz number coveragd area I urgnt vasai amp reach 4o clock plz
0,yeah jay sort fucking retard
0,sorry bathroom sup
1,ur balance 500 ur question sing Uptown Girl 80   2 answer txt ur ANSWER 83600 good luck
0,exam february 4 wish great day
0,I know come ask question like mistake
0,aight rush Ill ask jay
0,Good Morning plz sir
0,ok lar U sleep early nite
0,oh Icic K lor den meet day
0,oh   half hour long Syria Canada eh   wow work day extra time   grin
0,wall heartsnot safe getting hurt find care break wall amp close goodnoon
0,Sweet 4u meet carlos gauge patty interest
0,buy today   need c meh
0,aight sorry I year shower s plan
0,mondaynxt week vl complete
0,ax m
0,chill 6hrs sleep pain surgical emergency unfold okay
0,yeah Ill try scrounge
0,crazy ar s marry   like gd look guy fren like s korean leonas fave dun thk Aft thinking mayb prob ill
0,Fredericksburg
0,Que pase un buen tiempo like
0,ok I stay night Xavier sleep bag I m tired
0,need test
0,chillin home super bowl plan
1,FREE2DAY sexy St Georges Day pic JordanTxt PIC 89080 miss wk saucy celeb4 pic c PocketBabecouk 0870241182716 3wk
0,Bugis oso near wat
0,Yo s class tmrw right
0,let ur heart ur Compass Ur mind ur Map ur Soul Ur Guide u loose worldgnun   send WAY2SMSCOM
0,Goodnight sleep da care pa
0,Baaaaabe I misss youuuuu     I teach class 5
0,convey regard
0,u ne convince tht possible witot hurt feel main
0,good afternoon loverboy   day   luck come way I think sweetie send love sea smile happy
0,start send blackberry torch nigeria find buyer melike 4a month tell dad buy bb oh
0,ltgt pple marry lover becz hav gud undrstndng dat avoid problem send dis 2 u u wil gud news friday d person like tomorrow good day life break chain break suffer send   ltgt   frnd ltgt   min whn u read
0,Yo dude guess arrest day
0,Shuhui change 2 suntec steamboat u noe r u
0,dance river
0,Yetunde m sorry moji busy able shopping find way want forgive reply free yahoo messenger
0,hey pretty late want lesson I join I m reach tp mrt
1,hot live FANTASIES 08707509020 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870k
0,Bbq sit 6ish ur welcome 2 come
0,I know thing s wrong everyso panick start goin bout bein good
0,alright I m outhave good night
0,try butt
0,hope feel great pls fill Abiola
0,I shd n fun bar town   sound ok
0,1 write msg 2 Put Dictionary mode 3cover screen hand 4press   ltgt   5gently remove ur hand interesting
1,bear Pic Nick Tom Pete   Dick fact type try gay chat photo upload 08718730666 10pmin 2 stop text 08712460324
1,500 New Mobiles 2004 txt NOKIA 89545   collect todayfrom 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,finally ready fyi
0,Auntie huai juan pick phone
1,Double Mins   Double Txt   12 price Linerental Latest Orange Bluetooth mobile mobileupd8 late offer 08000839402 call2optoutLF56
0,ya tel wat ur problem
1,1 Nokia Tone 4 ur mob week txt NOK 87021 1st tone free   txtin tell ur friend 150ptone 16 reply HL 4info
0,dnt wnt tlk wid u
0,spend day wait ideal path appear forget path walk wait Goodnight
0,ok arm feel weak cuz shot time
0,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle
0,storming msg Wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl Margaret hello d girlfrnd f Grahmbell invnte telphone      MoralOne 4get d person
0,s ok I pop ask bout d tonght wen girl come
0,e good 4 ur exam later
0,hope ur head hurt 2   plough way pile iron   stay chinky tonight come round like
0,oh ki think wi nz player unsold
0,haha fast lose weight thk muz 4 month den effect Geelater aust bk e weight
0,I wonder online love   net cafe   phone recharge   friend net   I think boytoy
0,haha kid papa need drug
0,Thk shld b Ya wana 4 lesson Haha stretch
0,oh ok
0,r meet 4 dinner tonight
0,s cool I gentleman treat dignity respect
0,shall start hear
0,wait 4 u lor need 2 feel bad lar
0,check I detailed message
0,register Sinco Payee Log icicibankcom enter URN   ltgt   confirm Beware fraud share disclose URN
0,I decide people care stuff vote care stuff loser
0,Kaiez Enjoy ur tuition Gee Thk e second option sound beta Ill yan jiu den msg u
0,register Sinco Payee Log icicibankcom enter URN   ltgt   confirm Beware fraud share disclose URN
0,cool fun practice baby
0,actually ready leave house
0,Kkany special today
1,urgent important information O2 USER today LUCKY day 2 FIND log HTTPWWWURAWINNERCOM FANTASTIC surprise await
0,
0,I ve buck jay noncomittal
0,hungry
0,pls speak customer machan
0,beneath pale moon light think u dream come true goodnite amp sweet dream
0,Wen ur lovable bcum angry wid u dnt seriously Coz angry d childish n true way deep affection care n luv kettoda manda nice day da
1,Dear Uve invite XCHAT final attempt contact u Txt CHAT 86688 150pmsgrcvdhgsuite3422landsroww1j6hl LDN 18 yrs
0,wat ur opinion abt abt character
0,Jay snicker tell x totally fucking chord speak
0,nofew hour beforewent hair cut
0,wonder cos dun rem silver car thk black
0,Lmao pic send
0,speak feel word silence Gud mrng
0,s currently scotland
0,work week
1,congratulation ur award 500 cd gift voucher   Free entry 2 100 weekly draw txt music 87066 TnCs wwwLdewcom 1 win150ppmx3age16
0,lol great m hungry
0,yes message
0,Ill mu like   ltgt   second
0,ok
0,thing r good THANX got exams MARCH IVE revision FRAN boyf IVE GOTTA interviw 4 exeter bit WORRIEDx
0,tell little spreadsheet track idea smoke determine smoke entire month february
1,sale   arsenal dartboard good condition double treble
0,look building coat want sick hurry home wear coat gym
0,painful personal thought I try everybody happy time recognise
0,thank ve lovely wished rock
0,intrepid duo great time soon
0,I ask sen come chennai search job
0,Dad oredi
0,I ju hope true   missin cos m missin feel guilty
0,Wat late early mah juz 4 dinner lor Aiya dunno
0,arm fine s Cardiff uni
0,fact leave I think addie school tue d
0,cool breeze bright sun Fresh flower twitter bird wait wish u GOODMORNING amp nice day
0,yagoe restaurant
0,ok askd u knw tht
1,free 1st week entry 2 TEXTPOD 4 chance 2 win 40 GB iPod 250 cash wk txt POD 84128 TsCs wwwtextpodnet custcare 08712405020
0,duck chinchilla
0,I marriage function
0,look like u wil b headstart m leave bout 230ish u r desperate company I head earlierwe goin meet rummer
0,fly monkey wot think I certainly mind friend
1,register optin subscriber ur draw 4 100 gift voucher enter receipt correct 80062 s no1 BBC chart
0,thanks2
0,msg rajini come
0,ya   ure practical lesson I start june
0,s good I need drug
0,stupidit possible
0,  decide fast cos sis home liao
1,summer finally Fancy chat flirt sexy single yr area MATCHED reply SUMMER Free 2 Join OptOut txt stop help08714742804
0,u sleep Haha I spys wat I online check n reply mail lor
1,CLAIRE havin borin time   U wanna cum 2nite Chat 09099725823 hope 2 c u Luv CLAIRE xx calls1minmoremobsemspobox45po139wa
0,fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose
1,buy ringtone text cost 3 pound offer tone etc
0,yalru lyfu astne chikku Bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf ovr chikkuali vargu lyfu meow meowD
0,Kinda First Aah Speak tomo
1,09066362231 URGENT mobile 07xxxxxxxxx win 2000 bonus caller prize 020603 2nd attempt reach 09066362231 ASAP
0,ok good later come find   c lucky tell   early later pple finish  
0,Wat u thk ill fall actually thk m prone 2 fall Lucky dad home ask come n fetch
1,07801543489 guarantee latest Nokia Phone 40 GB iPod mp3 player 500 prize Txt wordcollect no83355 TCLLC NYUSA 150pmt msgrcvd18
0,account refill successfully INR   ltdecimalgt   KeralaCircle prepay account balance r   ltdecimalgt   Transaction ID KR ltgt
0,I touch permission
1,hi LUCY Hubby meetin day Fri   I b hotel U fancy cumin pls leave msg 2day 09099726395 Lucy x calls1minmobsmorelkpobox177hp51fl
0,7 wonder WORLD 7th 6th ur style 5th ur smile 4th ur Personality 3rd ur nature 2nd ur sms 1st ur Lovely Friendship good morning dear
0,small dose tablet fever
0,oh u REAL Valentine shopping
0,send email   address incomm right
0,blake night I able little early
0,friendship game play word start March end May tomorrow yesterday today e
0,nice waitshould texte right I m pay ticket ya know
0,I m watch lotr w sis dis aft u wan 2 meet 4 dinner nite
0,away like
0,I think far find check google map place dorm
0,trip ok tiring lor Uni start today ok 4 cos m module jus concentrate final yr project
0,welp
0,I m guy browsin compulsory
0,ok
0,purity friendship smile read forwarded messageits smile Gud evng musthu
0,sorry Ill later
0,I add I care I dude fuck hey money want
0,hello lover new job happy think I wake slave send teasing kiss sea
0,I tell number gautham
0,tell need investigate
0,ok juz receive
0,believe thing morning want good morning love beautiful morning library later
1,account credit 500 free Text Messages activate txt word CREDIT 80488 tc www80488biz
0,end vomit okay come
0,moneYas youmoney thinghow sha
0,weather extra warm cold pls lot vitamin c
0,hey gal u e drive centre tmr
0,I m yahoo messenger send message ill send mobile mode sha ill reply
0,I m ready   lttimegt
0,Time n Smile r crucial thing life time forget smile smile forget time gud noon
1,SMS ac JSco Energy high u know 2channel 2day ur leadership skill r strong Psychic Reply ANS wquestion end Reply END JSCO
0,hostbase IDPS linux system
1,hot live FANTASIES 08707509020 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 national rate
0,don dawhat plan
0,Ill   ltgt   ok
0,oh God I m home
0,total video converter free download type google search
1,thank vote sing star Karaoke mobile free link reply SING
0,Wen ur lovable bcum angry wid u dnt seriously Coz angry d childish n true way deep affection care n luv kettoda manda nice day da
0,sound like test sayy
0,u love love u u love want love Gud nit
0,petei phone Jenny college leannewhat
0,oops sorry check mind pick tomo half station ok
0,hey sweet I wonder moment come   I want send file yahoo connection suck remember set page download format disc   tell   know way download big file   download stuff directly internet help great prey   teasing kiss
0,s champ leave glasgow
0,kall bestcongrat
0,I wonder ll text
0,I need come home good lovin
1,brand new mobile music service live free music player arrive shortly install phone browse content artist
0,shall ask thing mistake
0,check wid corect spele ie Sarcasm
1,URGENT Mobile No award 2000 Bonus Caller Prize 10803 2nd attempt contact 08714719523 box95qu BT National Rate
0,angry happen dear
0,I thk u dun haf 2 hint e forum lor cos tell ron n darren 2 tell shuhui
0,yup ok thanx
0,hict employee
0,pls pls find aunt nike
0,wow   I love sooo know   I barely stand   I wonder day love   I think miss
0,screaming mean shout
0,hey happen de alright
0,I pick receipt early
0,I think chennai settle
0,oh dang I mean o send lol
0,unfortunately ve find pick sister airport evening think ill try th
0,horrible bf I v hungry
0,remember day
1,win Nokia 7250i win free auction send Nokia 86021 hgsuite3422lands roww1jhl 16
0,s feel Mr real Valentine yo Valentine tho u hardly play
0,sound good finger   difficult type
0,midnight early
0,sure I m try xavi smoke I want smoke tell I smoke
0,k come nordstrom
